STAID,ID,Month,Year,qmeas,0,1,2,3,4,5,6,7,8,9
T11282000,T11282000,7,1970,18.46,-383.3859158660024,-16.456524415945168,-100.96336765306074,51.644928402068714,156.60463143876746,126.3335869795235,166.8862990046669,-113.85455272598776,-65.23529536516628,103.89301798855232
T11266500,T11266500,7,2002,204.84,459.081670339638,-462.811652871138,-376.801609501102,257.8006682923145,-306.9296021790724,93.24965168655991,-11.371381895798198,-17.53781115055099,159.82916932828712,-64.63021526512536
T11413323,T11413323,7,1997,2.06,-1597.9789488197305,-267.3172365691478,171.47921038315863,129.99128069573206,-566.2174793879257,726.2583870219823,443.65865881166684,-2.7878987495482983,-105.5448578615744,48.59465444527618
T10336660,T10336660,7,1964,10.56,153.47258497826314,453.36516524561387,-29.18979380405524,-166.30238970069703,-272.5677858683957,-122.09393294738535,-95.70394881465596,-148.4196378322865,14.626055041606415,167.6439063365786
T10308200,T10308200,7,2009,179.45,574.1573292439817,8.075564351068822,-364.32612007785974,-468.89313182021135,-110.10287832495598,-48.86815106164937,-53.99987063798801,30.111342590055195,-60.93173849010314,-24.857892760181873
T10343500,T10343500,7,1986,7.2,-3.513398303245494,294.4237995417623,273.20079811163055,-476.526353547285,125.18330571217429,-206.03078367231478,12.888312918802612,332.03026631374235,14.943790237452717,11.311063676836344
T11282000,T11282000,7,1955,15.56,-289.83016984410773,113.30765058481613,-299.1859564780687,191.66132806496898,65.8283210867133,94.52148349152128,67.15044455226679,-52.93932949916799,-83.71855141866612,-33.44326494980276
T10336600,T10336600,7,1965,103.19,338.43751665420837,319.81573975385504,126.9298923234006,-125.80624047827209,-477.8145422793452,335.074813769031,129.48896852664052,-11.570819415827657,53.92183715021522,-131.05691676809647
T11315000,T11315000,7,2011,162.13,-251.12955146628008,-185.8522094647938,444.5923484553879,162.41900767899918,-92.13178928121876,88.19560158604935,-307.94221206025105,85.3872330694709,161.00714116488018,-127.71195314145095
T11214000,T11214000,7,1979,44.03,803.6492036787439,-26.307433926249463,421.40806296485204,300.4001214828329,227.90550929218875,-31.2132574204338,43.3796523000382,21.793412526588323,124.86406889006497,23.044876084257986
T11237500,T11237500,7,1986,10.6,38.84211543064942,-14.608701482995006,322.2883105273447,57.43403756107202,300.7585454790113,-81.054025109667,-15.29758528211476,376.65359480506424,55.4377034129265,40.24358753688963
T11266500,T11266500,7,1997,425.94,338.6266875195412,-647.3080080752759,-94.96732412193079,75.2530206938781,-244.44435735502026,257.370139233625,320.0890603359842,-138.47838935561472,130.3511918258989,243.07037090107798
T11426150,T11426150,7,1966,0.69,-266.80382947575276,39.1570566723407,-17.420298937010354,633.7924547006337,-312.17357662460375,-101.89749243162274,-28.49605470983768,9.011828198275838,48.447721335944784,126.84858339955669
T11230500,T11230500,7,1976,41.29,1052.8366730012215,109.65914505082414,181.20056332712699,464.7051791828439,240.4087894511373,-18.764250099945645,-37.52097877236998,60.78192516265987,-23.431158937044856,-37.3856827805208
T10336645,T10336645,7,1983,49.63,-128.62175398084486,128.530946279551,510.99710411195423,-458.80960318406,-179.69843711244968,-157.51702794247154,-154.70120429286092,165.17798463590532,57.16487848243625,93.55086197445698
T11275000,T11275000,7,1958,315.61,93.79141333017141,-260.69306311958337,605.1490173439221,96.82906689263507,139.4944391999458,-3.433765328121243,-212.38352892639676,19.28986717482463,-133.372623161829,-96.08810106547467
T11203580,T11203580,7,2002,5.22,-83.31967580960283,477.38019276529195,-534.5948047873209,191.7389533930502,158.9182385380505,273.19128244937855,-17.852939603936413,18.586591957775838,90.0949254257771,-5.7604454414861355
T11283500,T11283500,7,1982,167.9,-582.6785134500651,-362.76492757054666,134.4581514661369,-248.86665168576627,150.4610647213242,206.34321354556621,-226.6640011573551,74.54967984447438,16.121191703442573,66.12701300360716
T11282000,T11282000,7,1992,13.38,-252.1815525933137,171.88486664831734,-388.38830368123786,238.37315839134953,104.49250012118893,-93.03218063409834,36.748759651443414,71.54029958230825,-25.56965257965492,-28.21809672745454
T11257100,T11257100,7,1980,6.6,-803.2210044312355,134.83867384609775,-104.4218147791615,-208.32453771536925,425.869603017373,44.720554786897395,191.1208120823203,50.97690419684521,84.93343731654376,57.935799863433964
T11214000,T11214000,7,1976,13.75,893.4194474895588,115.93374329522744,196.0518038592207,452.0726572417418,148.56133136242667,-101.02584867766124,-31.023576661591378,-6.176904961765563,56.123137836493946,-49.71765555947784
T11334300,T11334300,7,1976,0.0,-985.4328285372407,445.58853335452187,-1010.2959381607773,131.03117991179417,171.45909568746438,-51.99801190789185,-34.416376431135184,-7.309256732030956,-56.04713016576989,-9.688290532032868
T10360900,T10360900,7,1968,5.02,187.96137063891535,654.3767911922206,-408.63950942114604,-249.00533094879853,137.54375727469846,25.860142361843458,28.41485170669943,-35.82521537540248,80.12998034015531,-37.985729214962355
T10336580,T10336580,7,1998,143.48,196.68494257852504,48.78984060934561,700.8052930081313,-489.3418985202535,26.039211939832583,-246.03641981621982,49.24120658822567,12.997089492471718,9.648351159112211,-35.4457259040955
T10336674,T10336674,7,1998,55.32,-170.12291500842,-89.03717684080588,903.3787092618458,-648.9224387732983,4.602277334628812,-263.60425532331396,86.41183712700655,66.80754228016443,-72.35440043179746,52.567764939383466
T11214000,T11214000,7,1975,70.58,783.2573027245448,-53.17016407058416,472.12582073706574,275.3393946516355,214.91410155700834,11.264217404047434,-130.06556686924233,21.091886599152502,95.90194289608097,-137.31687037766963
T11315000,T11315000,7,1992,14.42,-35.27202203543103,110.63513378143351,-49.68246133140204,444.72322418575465,-61.864415083212606,-197.09128853075018,8.066293451830568,-29.22630149579074,79.25289633823343,-42.563137965887144
T11266500,T11266500,7,1957,342.9,400.01780266804093,-583.912269460421,-159.74423063236478,72.34217948215824,-22.450264886612338,-186.35028728211412,14.713405019492242,-159.95495552634245,49.11000330561223,-91.85492360851329
T11409500,T11409500,7,1959,3.59,-1319.5513485830638,-122.59932432807209,-130.48493436656696,144.10411505119578,-49.990876333781515,-326.8598312018089,250.57649047991362,-35.96557109699088,-73.75948503254975,28.555057581298218
T11427700,T11427700,7,1990,2.62,-528.2199055952668,-102.54335253129128,143.48600788424562,414.5481667282782,-75.99117131609212,-322.95277055527737,-20.25724327416071,-193.9923891319992,-66.82993652106866,39.97224077964272
T11413320,T11413320,7,2011,3.17,-1630.34617115109,-359.98805592927664,396.08009069993165,25.516564941892817,-401.23808320214624,119.98063427571249,-434.7470602491346,282.92943359183766,-92.36768172437614,-156.97119903900997
T11334300,T11334300,7,1970,3.24,-1212.6245657360498,139.12407745538576,-538.7545864823351,-169.78112581716144,247.66301553442165,254.0055235581277,158.73540432572403,-93.80813157527056,-36.935009005806535,110.50166650837357
T11237500,T11237500,7,1985,2.34,228.6905615913968,236.11988161276633,-93.26226288643592,344.4823810358364,95.89964453417066,25.70290313223685,-117.21271531497281,109.9025833016781,-29.816187202935826,146.25387447064134
T11266500,T11266500,7,1981,148.06,418.0419905469673,-551.4253588443484,-233.86782618965452,123.2799909933683,-77.58148882390525,-90.9425001212299,51.47057778730353,-181.9088529187869,115.6800593799609,29.97194813690262
T10281800,T10281800,7,1953,30.32,1143.1629736102266,684.2646961584236,-97.94146090922965,-47.13008617417915,56.022454631377904,115.93490291902093,1.6372686256302136,-9.785566141891897,3.2349927665455183,-5.866266584268339
T11275000,T11275000,7,1960,14.41,256.4753332264696,-22.66498946301884,206.74565449140533,331.31264855111016,125.83770708038453,-210.43698700887498,15.788009007080468,-0.4962779694240287,-131.40323794660583,-9.026573678213815
T10336674,T10336674,7,1994,0.81,162.47056925585363,398.45690012517406,99.66190952497101,-84.26046425569433,-352.50369509317505,-294.7824400280307,55.478388572384,104.85495477660963,-119.73584665798201,-35.28525980587145
T11413320,T11413320,7,2010,3.83,-1607.1008686041573,-372.93060990506535,407.59128862366265,-74.15069271831344,-60.71685443607603,-117.44191503474474,10.821400175228021,-189.62236598309016,-310.8595540798772,-86.30557362982702
T10343500,T10343500,7,1962,3.5,99.34371983553984,437.2690275965667,37.948449619656365,-329.0853522907756,63.03100356771906,-208.85732725829334,-20.606086560589567,168.2565863094229,-46.95072467895307,-23.08830180225017
T10336645,T10336645,7,1999,5.31,-37.45686457208362,256.45042014055707,298.71630754088665,-338.57721131506105,-171.11342301564594,-257.29805445064727,95.03654010105174,120.98624524148426,4.283732604722493,111.05403620245247
T11282000,T11282000,7,1983,360.94,-572.0380897941004,-258.0797441350031,309.8490003508789,-199.08427551338644,207.3617766120048,142.33075346329161,-179.17761857380202,170.4099480729223,89.62513676216844,90.81623112924457
T11409300,T11409300,7,2000,5.01,-1420.3970168213243,-393.3911284937237,394.1765645113496,-79.90219077801216,82.65434208455432,-436.71319960786565,239.0406529201707,122.74248159298679,-62.87561799505646,56.60780509674713
T10308200,T10308200,7,1980,862.61,479.4228241359242,-142.96674456500094,-120.59029942213077,-636.2210127167676,3.2492081622067377,-29.90677250385381,127.9887177351874,55.6876652990903,-57.63204545330714,19.68464247675045
T10336660,T10336660,7,1968,7.76,146.01868791695705,428.0147418283867,9.045774810135509,-194.2398063662457,-214.22114723667002,-164.10823824442897,77.87960016853835,-29.756125488237913,43.275297993806355,19.835832086980506
T11409300,T11409300,7,1981,2.02,-1214.2222922300527,-132.13615454294174,-41.643863342117854,226.91714395175262,-162.08832950964447,-232.55517125442574,63.19836822049846,-187.57662132189373,-127.97261442072555,44.53738739119472
T10336676,T10336676,7,1977,1.14,214.27324995686172,549.0303268075817,-175.4334013506242,-74.01474866754566,-217.66839611133386,-283.1622750898373,48.68241260264129,-124.0132133341861,-28.216203590048487,-61.10155657294923
T11281000,T11281000,7,1981,7.24,-445.00774278967265,100.90168790995595,-385.6117528441453,56.57969134991559,213.9292024981927,29.99152880973936,39.853533377691186,-126.43325924198406,4.788501284418507,45.01105424708314
T10336770,T10336770,7,1997,15.74,497.47317553764293,351.5748609808318,230.5632620769509,-164.44415959018258,-249.97697205320065,287.3166848531954,243.12601534082762,-138.2666224156421,134.27565159449864,48.079616263591426
T11284400,T11284400,7,1980,0.39,-1194.7849524358185,212.23987076601622,-373.8572691119598,-268.6347150333047,396.77657434937606,89.06455561143345,191.5537560935241,28.693706383380672,102.462337579815,52.46018620155903
T11266500,T11266500,7,1960,146.87,412.48274007440057,-552.4708236892453,-223.35034068431045,96.03577618095026,-0.20458888894697017,-220.51074023544157,59.73295144676122,-95.2947796667171,146.21064825587587,-66.77043467890933
T11237500,T11237500,7,1954,4.96,179.03424951774215,147.5053574759979,56.670695083635216,222.44867399354192,238.9884735477536,-32.43015310138878,-65.62579343999931,25.017166050662563,-74.05833692834742,31.750584244594332
T11315000,T11315000,7,1953,32.02,-129.4119591928569,-54.31602160357784,222.0002846916866,307.78059919583717,-129.28203231810912,136.8530560217884,-25.73343838273227,-173.45117523413353,-26.76935148238948,-115.7953393315607
T11292500,T11292500,7,1978,328.45,112.03583817355012,-191.09478684015411,366.30442376605475,135.84919024366582,120.41500892872362,162.80557374943513,-48.375405019534696,138.7422730419099,-119.47164233957632,-11.468259097314702
T11284400,T11284400,7,1999,0.14,-1089.9996389688304,349.445147838757,-585.189144700178,-129.58763774757693,339.8985026230653,5.147147076613728,85.21611991669378,32.260274305403755,81.1656253652134,4.995113728076464
T10343500,T10343500,7,1991,2.15,153.42590771281291,506.72319479374454,-81.13942923050533,-249.67125027548653,6.025697203077925,-134.13284466517544,-261.8528919506618,-72.80241356547506,-91.0889981660305,-29.10166723967608
T10308200,T10308200,7,2005,628.52,523.2272003022135,-66.71502780786668,-240.8753531545795,-548.7399862473907,-88.50272447158208,12.898580055066612,-47.65806459790518,-47.93600321456054,-96.2539515490747,-17.13428731278148
T11283500,T11283500,7,1991,36.1,-358.16592077364066,-81.03066834026795,-308.47221515968977,5.177279029760118,187.0704175184177,-104.16961318912233,-370.51169237704534,-96.96462514359432,-45.68046798108273,-65.86035932294621
T10336580,T10336580,7,1993,56.03,297.48702601181384,203.943198797726,426.4466867157914,-290.76304782852355,-198.2816490818626,36.058144390882376,169.43925161130005,-96.8192523150716,14.921371983966539,-136.1496216275135
T11264500,T11264500,7,1992,240.48,566.3135760967706,-184.81808102063857,-140.21031137861138,377.84010754870803,-86.61832389075235,-166.5627932521582,65.2218163924463,-14.737263589018376,185.91082203083639,-43.67353348481494
T11427700,T11427700,7,1972,2.52,-521.7198499346833,-84.1048078763117,102.26838358220415,477.88761628598724,-247.95977906383703,-69.51696718841956,14.5414467582816,-8.30973879571502,13.454795136753523,-131.90691085220598
T11433260,T11433260,7,1972,43.81,-992.4704628550542,-168.92828265432115,-270.2417596543628,326.5157175927633,-267.82792508687146,-89.88502540275519,46.66751644624115,16.866332979103216,-17.26024003540289,-124.20145925833891
T10336770,T10336770,7,2006,23.97,487.9393296340158,343.67588051037046,249.38092913135327,-196.61707553772925,-154.1381520410658,145.20019037531003,27.548282153062544,-75.52855153268584,178.50953651134884,-137.68934424533055
T10308200,T10308200,7,1974,387.13,613.721481522503,59.385959626719576,-453.5239060855898,-390.09304510284517,-231.7332272839294,53.213774796475406,-104.62369353331637,55.722190768802555,-12.221029458795222,143.18186151099454
T11257100,T11257100,7,1978,6.27,-840.6297901475388,85.64640516661169,-24.982141227525613,-240.55640403434472,348.45082822296973,226.6401089091341,-13.888066729184695,38.17666259791954,109.18274696020363,-61.62650416068053
T10281800,T10281800,7,1955,19.06,1136.61423088751,679.5377803542341,-89.40721340623057,-62.35587120220929,88.13543323175666,69.65457240576366,45.91330877838538,1.4778898874337132,9.843200350311001,20.01865694984573
T11292500,T11292500,7,1983,862.48,48.58781741824265,-318.17563334167124,596.9985986099803,2.396198292568021,196.49847339392818,54.75425388699421,-209.80332507213842,232.31516287537482,-145.4907750493672,191.43394724944324
T10336580,T10336580,7,1994,3.4,442.21067068946314,420.175005934875,81.10368443854301,-55.05284056237067,-262.2702119451752,-230.0168722507763,55.314526575297215,-3.7076332086330464,-32.17319171074782,-65.99468553452634
T11266500,T11266500,7,1965,1140.13,408.8294506493212,-539.4291410568468,-261.44889267040804,198.80777402424536,-341.3343182587642,275.3213475832111,113.03188987941003,-34.37570378920694,135.34454965291644,-78.91965000620914
T11230500,T11230500,7,1990,67.06,1005.0941871254187,39.499221565611364,290.8691652760602,377.87900805533695,309.7399156607459,1.7797733437667347,21.434286913424813,-29.50353989919328,-27.50726137804581,26.35525359987102
T11226500,T11226500,7,1958,1588.87,608.451252911805,-403.46051565001596,15.042007238825972,46.36374210704034,173.51667776517496,31.361668276620794,-74.5298154670078,59.98922649339647,-101.17519095145444,-42.46407225269843
T10343500,T10343500,7,1994,1.36,204.67280222830482,597.1931343152334,-238.51920165622622,-119.56569313106934,-109.13866878167177,-115.60618047262578,43.290005559612055,85.20530350008433,-127.09395846216496,10.164707477060436
T11409300,T11409300,7,1993,9.1,-1477.838493795414,-485.0740723458899,535.6135766158621,-122.6216402810244,-118.34298897824645,65.79922443538808,231.70988428210163,-68.37457648403641,-133.83603055445022,-148.92700261781883
T10291500,T10291500,7,1963,179.77,709.4358858703945,269.5844153572695,374.1049893602097,-402.12300086324706,127.15015427160702,-41.73573333724952,10.062545876429006,-112.08113452221373,-142.619602740792,18.016983745079475
T11226500,T11226500,7,1964,383.23,703.4158536988538,-263.54405097815453,-215.13316834035635,207.37753054715432,64.7154189845415,18.283429270250526,-93.77489963836781,-23.773207441578514,-150.32672539081477,127.75902981681995
T11334300,T11334300,7,1979,2.26,-1191.0353140623488,164.73572305001878,-560.5933750207364,-176.208259525902,352.64358290016867,-4.231427075973845,8.346800776097698,30.151269860409094,2.319555132511671,18.679554596500864
T10308200,T10308200,7,1995,1721.0,409.72680785463626,-256.4317032475397,77.65555847841911,-778.6717593844846,64.39287082635104,33.019020282329535,-284.37318064581,-197.51097756562285,-79.81511336682729,91.16958903984936
T11284400,T11284400,7,2005,0.29,-1185.0304073820507,223.28203421887477,-384.32977641761363,-250.29776885334357,340.3285344621791,144.59627259197953,-10.311756225737577,-66.24853708532044,75.89725394556318,17.84562810293239
T11230500,T11230500,7,2007,28.87,1076.3789938070513,135.44582815532684,137.2988691667027,497.38858579663844,223.79627659579523,-23.828554842044678,73.83768891293876,139.9691876901261,3.998111807927056,-41.86431200955584
T11266500,T11266500,7,1992,316.13,472.9338379091682,-455.8178276084792,-380.13961506156477,227.05224777040297,-139.29421608967567,-185.8013237900261,62.42590871639727,4.188914395140698,141.79889146374293,-46.640704298681804
T11220000,T11220000,7,1968,0.87,-646.6713005676448,449.9712733441594,-877.5364595371027,-12.044304507842062,218.97016944422123,74.83100080242794,1.7641558043919467,-114.79014794374598,163.79261388000307,-22.260991870050468
T10281800,T10281800,7,1960,6.74,1143.933199103315,691.9144272032374,-108.99555620103021,-57.637586461072495,120.93826500592849,-0.08329447339782686,69.9862885924062,51.03101752639759,34.83111318590832,-12.802954173821382
T10343500,T10343500,7,1977,1.43,205.8925342041515,599.3774533238576,-237.34952715050224,-146.43320358199804,-43.26825699064308,-157.63468818063794,1.4973915448569697,-66.99977200598299,-160.56546307098571,-9.349746842958925
T11266500,T11266500,7,1975,712.48,348.6650455171105,-653.5373248454783,-50.7892813476528,1.7940360808928106,-2.315409550101975,-148.89022728914634,-39.02616501530754,-22.11871078461383,152.02381403601385,-99.93264749302054
T10343500,T10343500,7,1981,1.55,150.11398632982366,511.2054215332013,-101.41981473889598,-218.62972514599915,-53.21904936141912,-51.36001925774715,35.60205533689711,-45.59239065321986,-146.5606889762428,47.107507662191935
T11284400,T11284400,7,2011,1.16,-1167.041408093014,261.7606500138998,-439.6595935749422,-177.6730543084608,186.46455978461645,257.8716832923302,-218.96916324155404,97.17331455698863,136.81972464763902,-93.54920049195067
T10343500,T10343500,7,2005,5.3,97.62257252680449,452.7554346852343,1.4994406351959975,-282.33087376287216,-69.26398518077198,24.57726855335254,-67.59326311991853,-78.41012972644543,-156.94438214953624,-39.65994465926469
T10336600,T10336600,7,1970,44.77,313.9421176199932,255.2207157134113,240.51861655757017,-236.89539580660565,-241.64002281442444,33.499827776981626,213.00765052311283,-122.10446975515156,-17.44166963255886,62.50903553068086
T11292500,T11292500,7,1951,128.74,206.83625106450936,-34.0085474041852,115.70757215947744,364.9332549421657,-195.78769516432519,313.8499157332495,-112.75024818119901,218.89171706438526,-168.97566774990716,191.41459136465537
T10336770,T10336770,7,2005,15.81,513.22784831258,387.986294149761,187.01211860771156,-172.49446837194373,-102.7567417632228,-18.010088542392626,-17.54494847535333,-164.82484020291645,120.24126210604877,-72.92841244301201
T11203580,T11203580,7,2006,10.36,-246.35450670740175,231.73914351655708,-126.70356234291643,-113.25064264420186,411.8666296393917,212.64854582945702,-114.03472425610141,-118.79203479740664,70.49974434872009,-68.26002242750911
T11409500,T11409500,7,1960,10.9,-1439.4586172894883,-291.2762840923932,155.32052507052555,-60.71772099120038,97.70034066433594,-380.14357894280056,72.68921571859585,-43.99275983062333,-43.31939667366857,-81.73328534380639
T11281000,T11281000,7,2002,9.58,-399.516605700671,185.203192811822,-521.2189509261731,191.31302842574084,-2.3382055570837323,188.1189521833371,-39.44616637506856,31.657337906546413,28.537433207284128,-16.2380307177534
T11237500,T11237500,7,1970,6.41,176.90687117055367,119.96642342951239,93.80467490615894,224.71062457826974,186.82621940470116,82.32328405589107,96.57395469415455,1.6660616381663564,-129.31094668569415,138.46178195434342
T10336580,T10336580,7,2006,54.23,254.11267571271296,153.12082867189264,505.33016746163247,-320.5390324429831,-259.14917050009853,154.42187277357095,-34.76221821695983,-56.65344941100613,45.84195984518408,-157.51257108649804
T11315000,T11315000,7,1967,125.39,-242.32230923428907,-199.73027846368845,453.6508062742095,134.3393781343368,-30.050540494215564,157.60413066383916,-190.93224043794052,-192.13638996230125,72.15959881664111,13.423344666407516
T10308200,T10308200,7,1965,637.16,597.6282417748615,36.62942422154308,-423.2785247044004,-393.43464645946,-300.2699250862959,263.76829527895507,66.81319902646969,34.84445093421748,-65.72898044397824,-68.81261739362208
T11226500,T11226500,7,1967,3196.77,561.6729531582882,-479.16960573999404,130.83203839057427,-11.790533874649594,126.62426824838109,227.8283624007487,-154.36311452067514,-32.574428439706715,-117.41687009068208,8.980586483777751
T11413323,T11413323,7,2011,1.83,-1636.422495870594,-319.70913615893585,331.51483370775,-8.799943060249724,-343.8597698145006,142.4898856795834,-428.5248277566649,253.82305066738587,0.7783064953196023,-167.33283223447503
T10336674,T10336674,7,2005,25.95,-80.45209824950513,66.1315592459514,647.0540735760082,-453.12317966172293,-246.80867568462372,-8.906693744442785,-118.36897289823132,-186.41952447147855,-161.0347145688585,-104.02195029568816
T11292500,T11292500,7,1961,39.48,294.9305999591497,78.60276525760504,-60.74334494776139,410.5623972234066,16.751205930681113,-22.246432433003694,-172.04118971596603,13.388936109669134,-222.6168654788352,44.918776509295505
T10336660,T10336660,7,2004,9.03,127.37369366384056,433.0761979771973,-9.257087586122204,-163.22803865587562,-316.1249434900766,-9.410212978783877,175.06646139651244,113.70293443242578,89.97466877676628,-156.0841662256939
T10360900,T10360900,7,1971,30.81,68.67582863332035,478.48995869518393,-98.03116905751739,-430.1449687272727,124.18618790224072,167.23665064994358,-286.36364920777885,-93.89327902509307,59.01698758066075,-16.73066578242993
T10291500,T10291500,7,1975,147.1,783.0616886822351,383.5173921140446,183.98323585695186,-264.15348215748514,34.99964409065282,-84.79378252177743,-74.95185257552721,90.60677935272682,-39.15183732603986,-9.485339042450041
T11282000,T11282000,7,1991,15.64,-294.99231977351644,94.56691181108215,-255.4336038287176,138.33961424454446,172.95540684742357,-88.78789217788058,-289.40851399653695,-75.2672390493519,9.406215262776337,-22.360224808022767
T11282000,T11282000,7,1968,5.04,-258.13047995271256,158.1328929916228,-372.2467938687568,232.29595175666844,86.16106802871674,-13.403058499654362,58.19760019177562,-1.2021113569820712,-43.69825957906976,15.575621004209783
T11292500,T11292500,7,1956,350.35,176.36163252363696,-118.94222411440745,253.0962645712847,268.4960570141193,-134.27658426841813,512.3274096718013,126.52603083986364,48.12571832116354,-277.81904960850187,-204.64091440597264
T11230500,T11230500,7,1970,160.03,1016.2094977533972,38.35916965850643,288.7572763708353,395.8668873960154,259.50338021303793,84.70180193537271,63.36173084496783,0.0641041678205579,-13.609085661966661,57.575845659905305
T10291500,T10291500,7,2010,135.23,778.4877186795851,389.13400979619564,163.9083282611026,-255.15688665024933,16.616228530446232,0.027062641776572555,33.89777700282047,-28.69437644915138,-88.74445607391509,-3.794616484641883
T11334300,T11334300,7,1964,1.17,-1083.5436952625378,308.9494860986897,-789.2321937731194,-10.33490057613443,206.51937798311786,53.48922460819369,-86.43970476315327,-126.6924420376835,-83.09508373359816,144.95238066624174
T10343500,T10343500,7,1955,2.8,180.9217835115581,548.961482359059,-155.39105066207532,-172.17740939610508,-130.21834491900822,27.10715094188863,-12.108688843905773,-9.09241518390271,-143.41630285011996,-18.54482697729969
T11230500,T11230500,7,1967,636.87,923.7499032347928,-94.17322532000873,505.46891882985994,268.2731262921288,251.01401749105128,277.0894910036446,-112.82749721872152,-22.786200838831107,-7.05720919047638,-79.58796389893514
T11237500,T11237500,7,1965,22.65,170.74302939843625,131.70756924794236,76.64948876376229,240.81573207739854,99.81366775435559,232.76035469720887,-4.85023977849578,4.205431124608573,-108.38090067094281,-6.864015940901293
T11230500,T11230500,7,1992,44.58,1025.2470447318483,72.64541005140198,238.67754048940412,430.58986809277366,242.34459226828713,11.84192919744902,11.324394629142514,135.57767721281195,26.58619816153612,-37.09204701470336
T11214000,T11214000,7,1965,163.48,837.8541352544836,31.983617493917915,318.9794407137662,388.1223941409508,87.40929236467221,160.9695804291909,17.12374374031623,-72.01951980803489,61.32650512782594,-35.3739279141399
T11230500,T11230500,7,1993,391.39,898.3528153362935,-126.29908700643713,559.1498180515094,212.93816606367662,353.2775126913623,134.4622866848237,143.91664000215417,125.2475668406502,49.82924659213419,-72.13735447357124
T11413323,T11413323,7,2003,2.1,-1566.6355569160673,-232.7581516585245,161.68859977546666,115.06127081784102,-475.243506141175,461.5170192575415,-80.54099293607884,51.65454779789897,-134.07000588775043,-303.97614736001594
T11266500,T11266500,7,1980,1548.52,226.6853075363981,-817.1144850324475,200.42048100239865,-162.49565624587808,62.271755733606874,-44.159202017668754,250.44304401843164,-28.803208504860233,155.69189663798403,59.8511951310956
T11266500,T11266500,7,1970,395.26,365.99493070018644,-631.5905112693288,-109.27488626516947,56.60207778869246,-89.43755755080201,13.748575788069685,208.0311106242891,-166.26403478541764,97.29395818750473,114.23131029200339
T10291500,T10291500,7,1964,51.06,865.110340584956,513.7790138463909,-34.5686957239201,-112.38900936287054,-85.08004342691014,-34.88126059195209,-46.71683501688623,-52.311045304614154,-107.98046944021314,120.25981305268179
T11237500,T11237500,7,1999,6.68,158.3429778671808,109.48192721446964,117.53668661611769,196.11422454141047,238.30565721283298,-5.590600941933993,24.49597106252974,43.806097850523955,-123.36678329454992,76.71063045336616
T10281800,T10281800,7,1978,35.58,1032.3490105144922,526.2031775845775,159.29920310180933,-228.59587448721095,177.8120795145694,114.30141209548556,49.47101339059022,79.65392690310794,72.69419163487238,-56.011161446475406
T10343500,T10343500,7,2009,2.27,124.2698119644381,496.19834465640474,-67.64843275783959,-241.40576918730184,-56.023284882176135,-81.45336076164438,-89.46857004821047,55.27367550316411,-100.46759736570228,-43.067168354271004
T10281800,T10281800,7,1964,13.29,1160.3606885698732,712.90920221059,-142.77801247992622,-26.997457381202786,78.39187559168258,36.590132065519214,-3.524241805412054,-21.817654163930374,1.025920862766126,35.60725119890513
T11427700,T11427700,7,2001,1.02,-483.2987266230287,-27.803595494615564,6.307522680073126,503.8360520879553,-117.68328137441296,-306.32332046559935,39.15455373600543,-70.71546787815191,5.474578690739853,-78.82473392254687
T11427700,T11427700,7,1961,1.48,-505.3112057055446,-55.26995863999265,56.89739669004709,489.51424197771985,-182.03479041310138,-222.05006253370016,-168.3218105051752,-95.73113293138788,13.437432355605061,-3.565565301840304
T11237500,T11237500,7,2003,5.27,195.07125611611784,184.9195545245474,-0.6221814979576207,306.7679442491955,41.69539639731192,174.53928923872223,-139.23616997701697,121.63714458705172,-108.93344766469365,-68.253167821925
T11409500,T11409500,7,1955,6.48,-1254.9155495690034,-28.119040618642078,-280.91962935204486,287.99383263410687,-299.80290123615777,-51.14031273679973,40.362459451232176,-97.61605957895112,-128.7254813571416,-85.69364141063369
T10336645,T10336645,7,1995,31.32,-221.6009997735612,-11.623847279912919,730.3264362768327,-646.6224112008905,-44.37983441137847,-17.96032890618507,-280.5301280010696,-276.5350932965681,8.208878952542658,143.87476332834567
T11266500,T11266500,7,1994,97.23,487.4827759014009,-449.16352621119927,-387.7704574761357,232.4635973933509,-129.55074927263306,-185.05499798542903,59.02659187949183,-68.11876059473394,84.24318575274089,-66.54951496003682
T11266500,T11266500,7,1996,635.71,290.6045607600741,-742.5336567818945,92.1664394426715,-76.2638357895444,-6.0649527918022255,-26.95354036633404,104.57808530033849,-56.6118905416482,96.95838909002111,-136.24714402699112
T10281800,T10281800,7,1966,11.76,1173.3121873305113,739.1308584938428,-187.9221238324799,12.666244665401617,13.322836201403845,89.46939761935184,24.059487507038742,40.09920851818483,32.15029172747922,59.89166468084919
T11230500,T11230500,7,1979,137.16,955.1876659067816,-49.66055434402195,436.7598079828638,296.74713085217394,317.619966837182,68.13662435176316,24.407710151688324,88.85177892077338,39.279786670623196,46.81874962262314
T11315000,T11315000,7,1994,0.44,-37.982473355267814,86.37056961979202,-2.2514411939580787,426.980625544126,-63.700109971067604,-178.3653965253887,41.866768991256016,-31.07781916783715,13.829367928555161,-89.71220196865475
T10336770,T10336770,7,1992,3.6,619.329418330301,544.1756281340182,-72.18956799848623,-7.258709453670468,-140.11396066020671,-152.16227139051801,31.341078522535767,-63.92196498136636,149.48051486345938,-45.81904349929877
