STAID,ID,Month,Year,qmeas,X.1,granitic,sedimentary,volcanic,SGEO8,SGEO44,HLR16,HLR18,HLR19,HLR20
T10336676,T10336676,7,1988,1.47,0.10050761421319795,0.0,0.0,1.0,1.0,0.0,0.003006012024048096,0.0,0.9879638916750251,0.007014028056112224
T10336676,T10336676,7,2007,1.33,0.10050761421319795,0.0,0.0,1.0,1.0,0.0,0.003006012024048096,0.0,0.9879638916750251,0.007014028056112224
T10336676,T10336676,7,1991,6.35,0.10050761421319795,0.0,0.0,1.0,1.0,0.0,0.003006012024048096,0.0,0.9879638916750251,0.007014028056112224
T10336770,T10336770,7,1999,18.0,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10336770,T10336770,7,1990,4.85,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10336770,T10336770,7,2001,3.41,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10336770,T10336770,7,2004,6.76,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10336770,T10336770,7,2002,5.83,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10336770,T10336770,7,2007,4.94,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10336770,T10336770,7,2009,5.85,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10336770,T10336770,7,1991,5.52,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10336770,T10336770,7,2008,5.42,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10336770,T10336770,7,1994,3.75,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10336770,T10336770,7,1992,3.6,0.10964467005076142,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T10343500,T10343500,7,1991,2.15,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1988,1.7,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1987,2.33,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,2007,1.83,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,2008,2.01,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1977,1.43,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1979,2.78,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1976,2.02,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1964,3.42,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1985,3.2,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1966,2.84,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,2004,2.25,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1960,1.85,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1955,2.8,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1959,1.78,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1972,3.99,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1981,1.55,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1990,1.96,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1994,1.36,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1975,10.11,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,2009,2.27,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
T10343500,T10343500,7,1957,3.52,0.12284263959390865,0.0,0.0,1.0,0.0,0.0,0.9789579158316634,0.0,0.0,0.023046092184368736
